id,word,sourceWord,pinyin,introducedLevel,hskLevels,partOfSpeechSource,sourceSort,sourceLevelName
hsk2_001,啊,啊,a,2,2,助,301,二级
hsk2_002,爱好,爱好,àihào,2,2,动、名,302,二级
hsk2_003,白色,白色,báisè,2,2,名,303,二级
hsk2_004,班,班,bān,2,"2,5",名、（量）,304,二级（五级）
hsk2_005,帮,帮,bāng,2,2,动,305,二级
hsk2_006,帮忙,帮忙,bāngmáng,2,2,动,306,二级
hsk2_007,包,包,bāo,2,2,动、名、量,307,二级
hsk2_008,本子,本子,běnzi,2,2,名,308,二级
hsk2_009,比,比,bǐ,2,2,动、介,309,二级
hsk2_010,笔,笔,bǐ,2,"2,5",名、（量）,310,二级（五级）
hsk2_011,别,别1,bié,2,2,副,311,二级
hsk2_012,不错,不错,búcuò,2,2,形,312,二级
hsk2_013,不好意思,不好意思,bù hǎoyìsi,2,2,,313,二级
hsk2_014,长,长,cháng,2,2,形,314,二级
hsk2_015,车站,车站,chēzhàn,2,2,名,315,二级
hsk2_016,出,出,chū,2,2,动,316,二级
hsk2_017,出国,出国,chūguó,2,2,动,317,二级
hsk2_018,出来,出来,chūlái,2,2,动,318,二级
hsk2_019,出门,出门,chūmén,2,2,动,319,二级
hsk2_020,出去,出去,chūqù,2,2,动,320,二级
hsk2_021,床,床,chuáng,2,2,名,321,二级
hsk2_022,词,词,cí,2,2,名,322,二级
hsk2_023,次,次,cì,2,"2,7",量、（形）,323,二级（七-九级）
hsk2_024,从,从,cóng,2,"2,4",介、（副）,324,二级（四级）
hsk2_025,从小,从小,cóngxiǎo,2,2,副,325,二级
hsk2_026,错,错,cuò,2,2,形,326,二级
hsk2_027,打,打1,dǎ,2,2,动,327,二级
hsk2_028,打车,打车,dǎchē,2,2,动,328,二级
hsk2_029,打开,打开,dǎkāi,2,2,动,329,二级
hsk2_030,但,但,dàn,2,"2,7",连、（副）,330,二级（七-九级）
hsk2_031,但是,但是,dànshì,2,2,连,331,二级
hsk2_032,得,得,de,2,2,助,332,二级
hsk2_033,地,地,de,2,2,助,333,二级
hsk2_034,等,等1,děng,2,"2,4",动、（介）,334,二级（四级）
hsk2_035,地铁,地铁,dìtiě,2,2,名,335,二级
hsk2_036,点,点2,diǎn,2,"2,4",动、（名、量）,336,二级（四级）
hsk2_037,懂,懂,dǒng,2,2,动,337,二级
